"version","task","concept","price","type","freshness"
204,1,3,"2","1","1"
204,2,1,"1","2","2"
204,2,2,"2","2","2"
204,2,3,"1","2","1"
204,3,1,"1","2","2"
204,3,2,"2","1","2"
204,3,3,"2","2","2"
204,4,1,"1","2","1"
204,4,2,"1","1","1"
204,4,3,"2","1","1"
204,5,1,"1","2","1"
204,5,2,"2","1","2"
204,5,3,"2","2","2"
204,6,1,"2","1","1"
204,6,2,"1","1","2"
204,6,3,"2","1","2"
205,1,1,"2","2","1"
205,1,2,"2","1","2"
205,1,3,"2","2","2"
205,2,1,"1","1","1"
205,2,2,"1","2","1"
205,2,3,"2","1","1"
205,3,1,"2","1","2"
205,3,2,"1","2","2"
205,3,3,"2","1","1"
205,4,1,"2","2","1"
205,4,2,"2","1","1"
205,4,3,"1","1","2"
205,5,1,"2","2","2"
205,5,2,"2","2","1"
205,5,3,"1","2","2"
205,6,1,"2","1","2"
205,6,2,"2","2","1"
205,6,3,"1","2","1"
206,1,1,"1","1","2"
206,1,2,"2","2","2"
206,1,3,"2","1","1"
206,2,1,"2","1","2"
206,2,2,"1","1","1"
206,2,3,"1","2","2"
206,3,1,"2","2","1"
206,3,2,"2","1","1"
206,3,3,"2","1","2"
206,4,1,"2","2","2"
206,4,2,"2","1","1"
206,4,3,"1","2","2"
206,5,1,"1","1","2"
206,5,2,"2","1","1"
206,5,3,"1","2","1"
206,6,1,"1","1","2"
206,6,2,"2","2","2"
206,6,3,"1","2","1"
207,1,1,"2","2","1"
207,1,2,"2","2","2"
207,1,3,"1","1","1"
207,2,1,"1","1","1"
207,2,2,"2","2","2"
207,2,3,"2","1","1"
207,3,1,"2","1","1"
207,3,2,"2","1","2"
207,3,3,"1","2","1"
207,4,1,"2","1","2"
207,4,2,"2","2","1"
207,4,3,"2","2","2"
207,5,1,"1","1","1"
207,5,2,"2","1","2"
207,5,3,"2","1","1"
207,6,1,"1","2","2"
207,6,2,"2","1","2"
207,6,3,"2","2","2"
208,1,1,"1","2","1"
208,1,2,"2","1","2"
208,1,3,"1","1","2"
208,2,1,"2","1","1"
208,2,2,"2","2","2"
208,2,3,"1","2","2"
208,3,1,"2","2","1"
208,3,2,"1","1","2"
208,3,3,"2","1","1"
208,4,1,"1","1","1"
208,4,2,"2","2","2"
208,4,3,"2","1","1"
208,5,1,"2","1","1"
208,5,2,"1","1","1"
208,5,3,"1","1","2"
208,6,1,"2","1","1"
208,6,2,"1","1","2"
208,6,3,"1","2","2"
209,1,1,"2","2","2"
209,1,2,"2","2","1"
209,1,3,"1","1","2"
209,2,1,"2","1","1"
209,2,2,"1","1","1"
209,2,3,"1","2","2"
209,3,1,"2","2","1"
209,3,2,"1","1","1"
209,3,3,"1","1","2"
209,4,1,"1","2","1"
209,4,2,"2","1","1"
209,4,3,"2","1","2"
209,5,1,"1","1","1"
209,5,2,"1","2","2"
209,5,3,"2","2","2"
209,6,1,"1","2","1"
209,6,2,"2","1","2"
209,6,3,"1","1","2"
210,1,1,"2","1","1"
210,1,2,"1","1","1"
210,1,3,"2","2","1"
210,2,1,"2","2","2"
210,2,2,"2","1","1"
210,2,3,"1","1","1"
210,3,1,"1","1","1"
210,3,2,"2","2","2"
210,3,3,"1","2","2"
210,4,1,"2","1","2"
210,4,2,"1","2","1"
210,4,3,"2","2","2"
210,5,1,"2","2","2"
210,5,2,"1","2","2"
210,5,3,"1","1","2"
210,6,1,"2","2","2"
210,6,2,"2","1","1"
210,6,3,"2","2","1"
211,1,1,"1","2","1"
211,1,2,"1","1","2"
211,1,3,"1","1","1"
211,2,1,"2","1","2"
211,2,2,"1","2","1"
211,2,3,"1","1","1"
211,3,1,"2","1","2"
211,3,2,"1","1","2"
211,3,3,"1","2","2"
211,4,1,"1","2","1"
211,4,2,"2","2","2"
211,4,3,"1","1","2"
211,5,1,"1","2","2"
211,5,2,"1","1","2"
211,5,3,"1","1","1"
211,6,1,"2","1","2"
211,6,2,"2","2","1"
211,6,3,"1","2","1"
212,1,1,"2","1","2"
212,1,2,"1","2","1"
212,1,3,"2","1","1"
212,2,1,"1","2","2"
212,2,2,"1","2","1"
212,2,3,"2","1","2"
212,3,1,"1","1","1"
212,3,2,"2","1","2"
212,3,3,"1","1","2"
212,4,1,"1","1","2"
212,4,2,"1","2","2"
212,4,3,"1","2","1"
212,5,1,"2","1","1"
212,5,2,"2","2","2"
212,5,3,"1","1","1"
212,6,1,"2","2","1"
212,6,2,"1","2","1"
212,6,3,"2","1","2"
213,1,1,"2","1","1"
213,1,2,"1","1","2"
213,1,3,"2","1","2"
213,2,1,"2","1","1"
213,2,2,"2","1","2"
213,2,3,"2","2","2"
213,3,1,"2","2","1"
213,3,2,"1","2","1"
213,3,3,"1","2","2"
213,4,1,"2","2","1"
213,4,2,"2","1","2"
213,4,3,"1","2","1"
213,5,1,"2","1","1"
213,5,2,"1","2","1"
213,5,3,"2","2","2"
213,6,1,"1","1","2"
213,6,2,"1","2","1"
213,6,3,"1","1","1"
214,1,1,"1","1","1"
214,1,2,"1","2","2"
214,1,3,"1","2","1"
214,2,1,"1","2","2"
214,2,2,"2","1","2"
214,2,3,"1","1","1"
214,3,1,"2","2","1"
214,3,2,"1","2","2"
214,3,3,"2","1","1"
214,4,1,"2","1","1"
214,4,2,"1","1","1"
214,4,3,"2","2","2"
214,5,1,"1","1","1"
214,5,2,"1","2","2"
214,5,3,"1","2","1"
214,6,1,"1","2","2"
214,6,2,"2","2","2"
214,6,3,"1","2","1"
215,1,1,"2","2","2"
215,1,2,"2","2","1"
215,1,3,"1","1","1"
215,2,1,"2","2","2"
215,2,2,"2","1","1"
215,2,3,"1","1","1"
215,3,1,"1","2","1"
215,3,2,"2","2","1"
215,3,3,"1","1","2"
215,4,1,"2","2","2"
215,4,2,"1","2","2"
215,4,3,"1","2","1"
215,5,1,"2","2","2"
215,5,2,"2","1","1"
215,5,3,"1","2","1"
215,6,1,"1","1","2"
215,6,2,"1","2","2"
215,6,3,"1","1","1"
216,1,1,"2","1","1"
216,1,2,"2","2","1"
216,1,3,"1","2","1"
216,2,1,"1","2","1"
216,2,2,"2","2","2"
216,2,3,"1","1","2"
216,3,1,"2","2","1"
216,3,2,"1","2","1"
216,3,3,"2","1","2"
216,4,1,"2","1","2"
216,4,2,"1","1","2"
216,4,3,"2","2","1"
216,5,1,"1","2","2"
216,5,2,"2","2","2"
216,5,3,"1","1","2"
216,6,1,"2","1","2"
216,6,2,"2","2","2"
216,6,3,"2","1","1"
217,1,1,"2","2","1"
217,1,2,"1","2","1"
217,1,3,"2","1","1"
217,2,1,"2","1","1"
217,2,2,"2","2","2"
217,2,3,"2","1","2"
217,3,1,"2","2","2"
217,3,2,"1","2","1"
217,3,3,"1","1","1"
217,4,1,"2","1","1"
217,4,2,"1","1","2"
217,4,3,"1","1","1"
217,5,1,"1","1","1"
217,5,2,"2","1","1"
217,5,3,"2","2","1"
217,6,1,"1","1","1"
217,6,2,"2","1","1"
217,6,3,"1","2","2"
218,1,1,"1","1","1"
218,1,2,"2","1","1"
218,1,3,"1","2","1"
218,2,1,"1","2","2"
218,2,2,"1","2","1"
218,2,3,"2","2","2"
218,3,1,"2","1","2"
218,3,2,"1","2","2"
218,3,3,"1","1","1"
218,4,1,"2","1","2"
218,4,2,"2","1","1"
218,4,3,"2","2","2"
218,5,1,"1","2","2"
218,5,2,"2","1","2"
218,5,3,"2","2","2"
218,6,1,"1","1","1"
218,6,2,"2","1","2"
218,6,3,"1","1","2"
219,1,1,"1","2","1"
219,1,2,"2","1","1"
219,1,3,"1","1","2"
219,2,1,"1","1","1"
219,2,2,"2","2","2"
219,2,3,"2","1","2"
219,3,1,"1","1","2"
219,3,2,"1","2","2"
219,3,3,"2","1","2"
219,4,1,"2","2","1"
219,4,2,"2","2","2"
219,4,3,"1","1","1"
219,5,1,"1","1","1"
219,5,2,"1","2","1"
219,5,3,"2","2","2"
219,6,1,"2","1","2"
219,6,2,"1","1","2"
219,6,3,"2","2","1"
220,1,1,"2","2","1"
220,1,2,"2","1","2"
220,1,3,"1","1","1"
220,2,1,"2","1","1"
220,2,2,"1","1","1"
220,2,3,"2","2","2"
220,3,1,"2","1","1"
220,3,2,"2","2","1"
220,3,3,"1","1","2"
220,4,1,"1","1","1"
220,4,2,"2","2","2"
220,4,3,"2","1","2"
220,5,1,"1","1","2"
220,5,2,"1","2","1"
220,5,3,"2","1","1"
220,6,1,"2","2","1"
220,6,2,"1","1","2"
220,6,3,"2","2","2"
221,1,1,"2","2","2"
221,1,2,"1","1","2"
221,1,3,"1","1","1"
221,2,1,"2","2","1"
221,2,2,"1","2","2"
221,2,3,"1","1","1"
221,3,1,"1","2","2"
221,3,2,"1","1","1"
221,3,3,"2","2","2"
221,4,1,"1","1","2"
221,4,2,"1","2","2"
221,4,3,"2","1","2"
221,5,1,"2","1","1"
221,5,2,"1","1","1"
221,5,3,"2","2","1"
221,6,1,"1","1","1"
221,6,2,"1","2","1"
221,6,3,"2","2","1"
222,1,1,"2","2","2"
222,1,2,"1","1","1"
222,1,3,"2","1","1"
222,2,1,"1","2","2"
222,2,2,"2","1","2"
222,2,3,"2","2","2"
222,3,1,"1","1","1"
222,3,2,"2","2","2"
222,3,3,"2","2","1"
222,4,1,"1","1","1"
222,4,2,"1","1","2"
222,4,3,"2","2","2"
222,5,1,"2","1","1"
222,5,2,"2","2","1"
222,5,3,"2","2","2"
222,6,1,"1","1","1"
222,6,2,"1","1","2"
222,6,3,"2","2","2"
223,1,1,"1","2","1"
223,1,2,"1","1","1"
223,1,3,"2","1","1"
223,2,1,"2","1","1"
223,2,2,"2","1","2"
223,2,3,"2","2","2"
223,3,1,"2","2","2"
223,3,2,"1","2","2"
223,3,3,"1","1","1"
223,4,1,"2","1","1"
223,4,2,"1","1","2"
223,4,3,"1","1","1"
223,5,1,"2","2","2"
223,5,2,"1","1","2"
223,5,3,"2","1","1"
223,6,1,"1","2","2"
223,6,2,"1","2","1"
223,6,3,"2","2","1"
224,1,1,"1","2","1"
224,1,2,"1","1","1"
224,1,3,"1","1","2"
224,2,1,"1","1","1"
224,2,2,"1","2","2"
224,2,3,"2","1","2"
224,3,1,"2","1","1"
224,3,2,"2","2","2"
224,3,3,"1","1","2"
224,4,1,"2","2","1"
224,4,2,"1","2","2"
224,4,3,"2","1","2"
224,5,1,"2","1","2"
224,5,2,"2","2","2"
224,5,3,"2","1","1"
224,6,1,"1","1","1"
224,6,2,"1","2","1"
224,6,3,"1","2","2"
225,1,1,"1","1","2"
225,1,2,"1","2","1"
225,1,3,"2","2","1"
225,2,1,"2","1","2"
225,2,2,"2","2","1"
225,2,3,"1","1","2"
225,3,1,"2","1","1"
225,3,2,"2","1","2"
225,3,3,"2","2","2"
225,4,1,"1","2","2"
225,4,2,"1","1","2"
225,4,3,"2","1","2"
225,5,1,"1","1","2"
225,5,2,"2","2","1"
225,5,3,"1","2","2"
225,6,1,"2","2","1"
225,6,2,"1","1","2"
225,6,3,"2","1","2"
226,1,1,"1","1","2"
226,1,2,"2","1","1"
226,1,3,"2","2","2"
226,2,1,"2","2","1"
226,2,2,"2","2","2"
226,2,3,"1","2","2"
226,3,1,"1","1","1"
226,3,2,"2","1","2"
226,3,3,"1","1","2"
226,4,1,"1","1","1"
226,4,2,"2","1","1"
226,4,3,"2","1","2"
226,5,1,"1","2","2"
226,5,2,"1","1","2"
226,5,3,"2","1","1"
226,6,1,"2","1","1"
226,6,2,"1","2","2"
226,6,3,"2","2","1"
227,1,1,"2","1","2"
227,1,2,"1","1","1"
227,1,3,"2","1","1"
227,2,1,"1","1","2"
227,2,2,"2","1","2"
227,2,3,"2","2","2"
227,3,1,"1","2","1"
227,3,2,"2","2","1"
227,3,3,"1","2","2"
227,4,1,"1","1","1"
227,4,2,"2","1","1"
227,4,3,"2","2","2"
227,5,1,"2","1","1"
227,5,2,"1","2","2"
227,5,3,"1","1","2"
227,6,1,"1","2","1"
227,6,2,"2","1","2"
227,6,3,"1","1","1"
228,1,1,"2","2","1"
228,1,2,"1","1","1"
228,1,3,"2","1","1"
228,2,1,"1","2","1"
228,2,2,"2","2","2"
228,2,3,"1","2","2"
228,3,1,"1","1","2"
228,3,2,"2","2","1"
228,3,3,"1","2","1"
228,4,1,"2","2","1"
228,4,2,"1","1","1"
228,4,3,"1","2","1"
228,5,1,"2","2","1"
228,5,2,"2","2","2"
228,5,3,"1","2","2"
228,6,1,"2","2","2"
228,6,2,"2","2","1"
228,6,3,"2","1","2"
229,1,1,"1","1","1"
229,1,2,"1","2","1"
229,1,3,"2","2","1"
229,2,1,"2","2","2"
229,2,2,"2","2","1"
229,2,3,"1","2","1"
229,3,1,"1","2","2"
229,3,2,"2","2","2"
229,3,3,"2","1","1"
229,4,1,"2","2","1"
229,4,2,"1","2","2"
229,4,3,"2","1","1"
229,5,1,"1","2","2"
229,5,2,"1","2","1"
229,5,3,"2","1","2"
229,6,1,"1","2","2"
229,6,2,"2","2","2"
229,6,3,"2","1","2"
230,1,1,"2","2","2"
230,1,2,"2","1","2"
230,1,3,"2","2","1"
230,2,1,"1","1","1"
230,2,2,"2","1","2"
230,2,3,"1","2","1"
230,3,1,"2","1","1"
230,3,2,"1","2","2"
230,3,3,"1","1","1"
230,4,1,"1","2","2"
230,4,2,"2","2","1"
230,4,3,"1","1","1"
230,5,1,"1","1","2"
230,5,2,"1","2","1"
230,5,3,"2","2","2"
230,6,1,"1","2","2"
230,6,2,"2","1","2"
230,6,3,"2","1","1"
231,1,1,"2","2","2"
231,1,2,"2","1","2"
231,1,3,"1","2","2"
231,2,1,"2","2","2"
231,2,2,"2","1","1"
231,2,3,"1","2","2"
231,3,1,"2","2","2"
231,3,2,"1","1","2"
231,3,3,"2","1","1"
231,4,1,"2","1","2"
231,4,2,"2","2","2"
231,4,3,"2","2","1"
231,5,1,"1","1","2"
231,5,2,"2","1","2"
231,5,3,"1","1","1"
231,6,1,"2","1","2"
231,6,2,"2","1","1"
231,6,3,"1","2","1"
232,1,1,"2","2","1"
232,1,2,"1","2","2"
232,1,3,"2","1","1"
232,2,1,"2","2","1"
232,2,2,"2","1","2"
232,2,3,"2","2","2"
232,3,1,"1","2","2"
232,3,2,"2","2","1"
232,3,3,"2","1","2"
232,4,1,"1","2","1"
232,4,2,"1","1","2"
232,4,3,"1","2","2"
232,5,1,"1","2","1"
232,5,2,"2","2","1"
232,5,3,"2","2","2"
232,6,1,"2","2","2"
232,6,2,"1","2","1"
232,6,3,"1","1","1"
233,1,1,"1","2","2"
233,1,2,"2","2","2"
233,1,3,"2","2","1"
233,2,1,"2","2","2"
233,2,2,"1","2","2"
233,2,3,"2","2","1"
233,3,1,"2","1","2"
233,3,2,"1","2","2"
233,3,3,"2","2","2"
233,4,1,"2","1","1"
233,4,2,"1","2","1"
233,4,3,"1","1","2"
233,5,1,"2","2","2"
233,5,2,"1","1","1"
233,5,3,"2","2","1"
233,6,1,"2","1","2"
233,6,2,"1","2","1"
233,6,3,"2","2","1"
234,1,1,"1","1","2"
234,1,2,"2","1","1"
234,1,3,"1","1","1"
234,2,1,"2","1","1"
234,2,2,"2","1","2"
234,2,3,"2","2","1"
234,3,1,"2","1","2"
234,3,2,"1","1","2"
234,3,3,"2","1","1"
234,4,1,"1","1","1"
234,4,2,"2","2","1"
234,4,3,"2","1","2"
234,5,1,"2","1","1"
234,5,2,"1","1","2"
234,5,3,"1","2","1"
234,6,1,"1","1","1"
234,6,2,"1","1","2"
234,6,3,"1","2","1"
235,1,1,"1","2","2"
235,1,2,"2","1","1"
235,1,3,"2","2","1"
235,2,1,"2","1","2"
235,2,2,"1","1","1"
235,2,3,"1","1","2"
235,3,1,"2","1","1"
235,3,2,"1","2","1"
235,3,3,"1","1","1"
235,4,1,"1","1","2"
235,4,2,"2","1","1"
235,4,3,"1","1","1"
235,5,1,"1","1","1"
235,5,2,"1","1","2"
235,5,3,"1","2","1"
235,6,1,"2","1","2"
235,6,2,"1","2","2"
235,6,3,"2","2","2"
236,1,1,"2","2","1"
236,1,2,"1","2","2"
236,1,3,"1","1","1"
236,2,1,"1","1","1"
236,2,2,"1","2","2"
236,2,3,"2","1","2"
236,3,1,"2","2","1"
236,3,2,"1","1","1"
236,3,3,"1","2","2"
236,4,1,"1","1","2"
236,4,2,"2","1","1"
236,4,3,"2","1","2"
236,5,1,"2","1","1"
236,5,2,"1","2","2"
236,5,3,"1","1","1"
236,6,1,"1","1","2"
236,6,2,"1","2","1"
236,6,3,"1","1","1"
237,1,1,"2","2","1"
237,1,2,"1","2","1"
237,1,3,"1","1","2"
237,2,1,"2","1","1"
237,2,2,"2","2","2"
237,2,3,"1","1","2"
237,3,1,"1","1","2"
237,3,2,"1","2","2"
237,3,3,"2","1","2"
237,4,1,"2","2","2"
237,4,2,"2","1","2"
237,4,3,"2","2","1"
237,5,1,"2","1","1"
237,5,2,"1","2","1"
237,5,3,"2","1","2"
237,6,1,"2","1","2"
237,6,2,"2","2","1"
237,6,3,"2","1","1"
238,1,1,"2","1","1"
238,1,2,"2","1","2"
238,1,3,"1","1","1"
238,2,1,"2","1","1"
238,2,2,"1","2","1"
238,2,3,"2","1","2"
238,3,1,"2","1","2"
238,3,2,"2","2","1"
238,3,3,"1","2","1"
238,4,1,"2","1","2"
238,4,2,"1","1","2"
238,4,3,"1","2","1"
238,5,1,"1","1","1"
238,5,2,"2","2","1"
238,5,3,"1","2","1"
238,6,1,"1","2","2"
238,6,2,"2","1","1"
238,6,3,"2","1","2"
239,1,1,"1","2","2"
239,1,2,"2","2","1"
239,1,3,"1","2","1"
239,2,1,"2","1","1"
239,2,2,"1","2","2"
239,2,3,"2","2","1"
239,3,1,"2","1","1"
239,3,2,"1","1","1"
239,3,3,"2","2","2"
239,4,1,"1","2","1"
239,4,2,"1","1","1"
239,4,3,"2","2","1"
239,5,1,"1","1","2"
239,5,2,"1","1","1"
239,5,3,"1","2","2"
239,6,1,"2","1","1"
239,6,2,"2","2","1"
239,6,3,"1","2","2"
240,1,1,"2","1","1"
240,1,2,"1","2","1"
240,1,3,"2","2","2"
240,2,1,"2","1","1"
240,2,2,"2","2","1"
240,2,3,"1","1","1"
240,3,1,"1","1","2"
240,3,2,"2","2","2"
240,3,3,"1","2","2"
240,4,1,"2","1","2"
240,4,2,"2","2","2"
240,4,3,"1","1","1"
240,5,1,"1","2","2"
240,5,2,"2","2","2"
240,5,3,"1","1","2"
240,6,1,"1","2","2"
240,6,2,"2","1","1"
240,6,3,"1","1","1"
241,1,1,"1","2","2"
241,1,2,"2","1","1"
241,1,3,"1","1","2"
241,2,1,"1","1","2"
241,2,2,"2","2","2"
241,2,3,"2","1","1"
241,3,1,"2","1","2"
241,3,2,"1","2","1"
241,3,3,"2","1","1"
241,4,1,"1","2","2"
241,4,2,"1","1","2"
241,4,3,"2","2","1"
241,5,1,"1","2","1"
241,5,2,"2","2","1"
241,5,3,"1","2","2"
241,6,1,"2","2","1"
241,6,2,"1","1","2"
241,6,3,"2","1","1"
242,1,1,"2","2","1"
242,1,2,"1","2","2"
242,1,3,"2","2","2"
242,2,1,"1","1","1"
242,2,2,"1","2","1"
242,2,3,"2","2","2"
242,3,1,"1","2","2"
242,3,2,"1","1","2"
242,3,3,"2","1","1"
242,4,1,"1","2","1"
242,4,2,"1","1","2"
242,4,3,"2","2","2"
242,5,1,"2","1","1"
242,5,2,"2","1","2"
242,5,3,"2","2","1"
242,6,1,"2","2","1"
242,6,2,"1","1","2"
242,6,3,"2","2","2"
243,1,1,"1","2","2"
243,1,2,"2","1","2"
243,1,3,"1","1","1"
243,2,1,"1","1","2"
243,2,2,"1","2","1"
243,2,3,"2","1","1"
243,3,1,"2","1","2"
243,3,2,"1","2","2"
243,3,3,"2","2","2"
243,4,1,"2","2","2"
243,4,2,"2","2","1"
243,4,3,"2","1","2"
243,5,1,"1","2","1"
243,5,2,"1","2","2"
243,5,3,"2","2","1"
243,6,1,"2","2","1"
243,6,2,"2","2","2"
243,6,3,"1","2","1"
244,1,1,"1","1","2"
244,1,2,"2","1","1"
244,1,3,"1","2","2"
244,2,1,"2","1","1"
244,2,2,"2","2","2"
244,2,3,"1","1","2"
244,3,1,"1","1","1"
244,3,2,"2","2","1"
244,3,3,"2","1","2"
244,4,1,"1","2","1"
244,4,2,"1","2","2"
244,4,3,"1","1","2"
244,5,1,"1","1","1"
244,5,2,"2","1","2"
244,5,3,"2","2","1"
244,6,1,"2","1","2"
244,6,2,"1","2","2"
244,6,3,"1","1","1"
245,1,1,"1","2","1"
245,1,2,"2","2","1"
245,1,3,"2","1","1"
245,2,1,"2","1","2"
245,2,2,"2","2","2"
245,2,3,"2","2","1"
245,3,1,"2","1","1"
245,3,2,"2","1","2"
245,3,3,"2","2","2"
245,4,1,"2","1","2"
245,4,2,"1","2","1"
245,4,3,"2","1","1"
245,5,1,"2","1","1"
245,5,2,"1","2","1"
245,5,3,"2","2","1"
245,6,1,"1","2","2"
245,6,2,"2","2","1"
245,6,3,"1","1","2"
246,1,1,"1","1","1"
246,1,2,"2","2","1"
246,1,3,"2","1","1"
246,2,1,"2","2","1"
246,2,2,"2","1","2"
246,2,3,"1","1","2"
246,3,1,"1","1","2"
246,3,2,"2","2","2"
246,3,3,"1","2","1"
246,4,1,"1","1","1"
246,4,2,"1","1","2"
246,4,3,"2","1","1"
246,5,1,"1","2","2"
246,5,2,"2","2","2"
246,5,3,"2","1","1"
246,6,1,"1","1","1"
246,6,2,"2","1","2"
246,6,3,"2","2","2"
247,1,1,"2","1","1"
247,1,2,"1","1","1"
247,1,3,"2","2","1"
247,2,1,"2","1","2"
247,2,2,"2","2","1"
247,2,3,"2","1","1"
247,3,1,"2","2","1"
247,3,2,"1","2","2"
247,3,3,"1","1","2"
247,4,1,"1","1","1"
247,4,2,"2","2","2"
247,4,3,"2","1","2"
247,5,1,"2","2","1"
247,5,2,"2","2","2"
247,5,3,"1","2","1"
247,6,1,"2","2","1"
247,6,2,"1","2","1"
247,6,3,"1","1","1"
248,1,1,"2","2","1"
248,1,2,"2","1","2"
248,1,3,"1","2","1"
248,2,1,"1","1","1"
248,2,2,"2","2","1"
248,2,3,"2","2","2"
248,3,1,"1","2","2"
248,3,2,"1","1","1"
248,3,3,"2","2","1"
248,4,1,"2","2","1"
248,4,2,"1","1","2"
248,4,3,"1","1","1"
248,5,1,"1","1","1"
248,5,2,"2","2","2"
248,5,3,"1","2","1"
248,6,1,"1","2","2"
248,6,2,"2","2","2"
248,6,3,"1","1","1"
249,1,1,"1","1","1"
249,1,2,"2","2","1"
249,1,3,"2","1","2"
249,2,1,"2","1","1"
249,2,2,"2","2","1"
249,2,3,"2","1","2"
249,3,1,"1","1","2"
249,3,2,"1","1","1"
249,3,3,"2","2","1"
249,4,1,"2","2","2"
249,4,2,"1","1","1"
249,4,3,"1","2","2"
249,5,1,"2","2","1"
249,5,2,"2","2","2"
249,5,3,"1","2","2"
249,6,1,"1","1","2"
249,6,2,"2","1","2"
249,6,3,"1","2","1"
250,1,1,"2","2","2"
250,1,2,"2","1","1"
250,1,3,"1","2","2"
250,2,1,"2","2","2"
250,2,2,"1","2","1"
250,2,3,"2","1","2"
250,3,1,"1","2","1"
250,3,2,"2","1","2"
250,3,3,"1","2","2"
250,4,1,"1","2","1"
250,4,2,"1","1","1"
250,4,3,"1","1","2"
250,5,1,"2","2","2"
250,5,2,"2","2","1"
250,5,3,"2","1","1"
250,6,1,"1","1","1"
250,6,2,"2","2","2"
250,6,3,"2","1","1"
251,1,1,"1","1","1"
251,1,2,"2","2","1"
251,1,3,"2","2","2"
251,2,1,"2","1","1"
251,2,2,"1","2","1"
251,2,3,"1","1","1"
251,3,1,"2","1","1"
251,3,2,"2","2","2"
251,3,3,"2","2","1"
251,4,1,"1","2","1"
251,4,2,"1","1","2"
251,4,3,"2","1","2"
251,5,1,"2","2","2"
251,5,2,"1","2","1"
251,5,3,"2","2","1"
251,6,1,"2","1","2"
251,6,2,"1","1","1"
251,6,3,"2","2","2"
252,1,1,"2","2","1"
252,1,2,"1","1","1"
252,1,3,"2","2","2"
252,2,1,"2","2","1"
252,2,2,"1","1","1"
252,2,3,"2","1","2"
252,3,1,"2","2","1"
252,3,2,"2","2","2"
252,3,3,"2","1","1"
252,4,1,"2","1","2"
252,4,2,"2","1","1"
252,4,3,"1","2","1"
252,5,1,"2","1","2"
252,5,2,"2","2","2"
252,5,3,"1","2","1"
252,6,1,"2","1","1"
252,6,2,"2","2","1"
252,6,3,"2","2","2"
253,1,1,"2","1","2"
253,1,2,"1","2","2"
253,1,3,"2","1","1"
253,2,1,"1","2","2"
253,2,2,"1","1","1"
253,2,3,"2","1","1"
253,3,1,"2","2","1"
253,3,2,"1","1","2"
253,3,3,"2","1","1"
253,4,1,"2","1","2"
253,4,2,"2","1","1"
253,4,3,"1","1","2"
253,5,1,"2","1","1"
253,5,2,"2","2","2"
253,5,3,"1","1","1"
253,6,1,"2","2","2"
253,6,2,"1","1","1"
253,6,3,"1","2","2"
254,1,1,"1","1","1"
254,1,2,"2","1","2"
254,1,3,"1","2","1"
254,2,1,"2","1","2"
254,2,2,"2","1","1"
254,2,3,"2","2","2"
254,3,1,"2","2","1"
254,3,2,"1","2","1"
254,3,3,"1","2","2"
254,4,1,"1","2","1"
254,4,2,"2","1","2"
254,4,3,"1","1","1"
254,5,1,"2","1","2"
254,5,2,"2","1","1"
254,5,3,"1","1","2"
254,6,1,"1","2","1"
254,6,2,"2","2","1"
254,6,3,"2","1","2"
255,1,1,"2","2","2"
255,1,2,"1","2","1"
255,1,3,"1","2","2"
255,2,1,"1","1","2"
255,2,2,"2","1","2"
255,2,3,"2","2","2"
255,3,1,"2","2","1"
255,3,2,"2","1","2"
255,3,3,"2","2","2"
255,4,1,"2","2","1"
255,4,2,"2","2","2"
255,4,3,"1","2","1"
255,5,1,"1","1","2"
255,5,2,"2","2","2"
255,5,3,"1","1","1"
255,6,1,"1","2","2"
255,6,2,"2","2","1"
255,6,3,"2","1","1"
256,1,1,"2","1","1"
256,1,2,"2","2","1"
256,1,3,"1","1","2"
256,2,1,"1","2","1"
256,2,2,"1","1","2"
256,2,3,"2","2","2"
256,3,1,"1","2","1"
256,3,2,"2","1","1"
256,3,3,"2","2","2"
256,4,1,"2","2","2"
256,4,2,"2","2","1"
256,4,3,"1","2","2"
256,5,1,"1","1","1"
256,5,2,"1","2","2"
256,5,3,"2","1","1"
256,6,1,"1","1","1"
256,6,2,"2","2","2"
256,6,3,"2","1","1"
257,1,1,"1","2","1"
257,1,2,"1","2","2"
257,1,3,"1","1","1"
257,2,1,"1","2","1"
257,2,2,"2","1","2"
257,2,3,"1","1","1"
257,3,1,"1","2","2"
257,3,2,"1","1","2"
257,3,3,"1","1","1"
257,4,1,"1","1","1"
257,4,2,"2","2","2"
257,4,3,"2","1","1"
257,5,1,"2","1","1"
257,5,2,"1","1","1"
257,5,3,"1","1","2"
257,6,1,"1","1","2"
257,6,2,"2","2","1"
257,6,3,"1","1","1"
258,1,1,"1","2","1"
258,1,2,"2","2","1"
258,1,3,"1","1","2"
258,2,1,"1","2","1"
258,2,2,"2","2","2"
258,2,3,"2","1","1"
258,3,1,"2","2","1"
258,3,2,"2","2","2"
258,3,3,"2","1","1"
258,4,1,"1","1","2"
258,4,2,"2","1","2"
258,4,3,"1","2","1"
258,5,1,"1","2","1"
258,5,2,"2","1","1"
258,5,3,"1","2","2"
258,6,1,"1","2","2"
258,6,2,"1","2","1"
258,6,3,"2","1","1"
259,1,1,"2","2","1"
259,1,2,"2","1","1"
259,1,3,"1","2","1"
259,2,1,"2","2","1"
259,2,2,"2","1","1"
259,2,3,"1","2","1"
259,3,1,"2","1","2"
259,3,2,"2","2","1"
259,3,3,"2","2","2"
259,4,1,"1","2","2"
